,time_sec,time_hms,bus_lat,bus_lon,train_lat,train_lon,bus_trip_id_at_time,train_trip_id_at_time
98,36660,10:11:00,49.787371,20.116469,50.0389415,19.8971286875,28446351_7953,2024_2025_813469
99,36690,10:11:30,49.792994,20.118311,50.041604275,19.889153071875,28446351_7953,2024_2025_813469
100,36720,10:12:00,49.798617,20.120153,50.04426705,19.88117745625,28446351_7953,2024_2025_813469
101,36750,10:12:30,49.801246500000005,20.120897999999997,50.046929825,19.873201840625,28446351_7953,2024_2025_813469
102,36780,10:13:00,49.803876,20.121643,50.0495926,19.865226225,28446351_7953,2024_2025_813469
103,36810,10:13:30,49.806386,20.120959,50.052255375,19.857250609375,28446351_7953,2024_2025_813469
104,36840,10:14:00,49.808896,20.120275,50.05491815,19.84927499375,28446351_7953,2024_2025_813469
105,36870,10:14:30,49.811181,20.118992499999997,50.057580924999996,19.841299378125,28446351_7953,2024_2025_813469
106,36900,10:15:00,49.813466,20.11771,50.0602437,19.8333237625,28446351_7953,2024_2025_813469
107,36930,10:15:30,49.81607925,20.117544,50.062906475,19.825348146875,28446351_7953,2024_2025_813469
108,36960,10:16:00,49.8186925,20.117378,50.065569249999996,19.81737253125,28446351_7953,2024_2025_813469
109,36990,10:16:30,49.82130574999999,20.117212,50.068232025,19.809396915625,28446351_7953,2024_2025_813469
110,37020,10:17:00,49.823919,20.117046,50.0708948,19.8014213,28446351_7953,2024_2025_1285129
111,37050,10:17:30,49.8264195,20.117148999999998,50.07192387407407,19.80587478148148,28446351_7953,2024_2025_1285129
112,37080,10:18:00,49.82892,20.117252,50.07295294814815,19.810328262962965,28446351_7953,2024_2025_1285129
113,37110,10:18:30,49.83142049999999,20.117355,50.073982022222225,19.814781744444446,28446351_7953,2024_2025_1285129
114,37140,10:19:00,49.833921,20.117458,50.07501109629629,19.819235225925926,28446351_7953,2024_2025_1285129
115,37170,10:19:30,49.837119,20.1173365,50.07604017037037,19.823688707407406,28446351_7953,2024_2025_1285129
116,37200,10:20:00,49.840317,20.117215,50.076850104,19.828348048,28446351_7953,2024_2025_1285129
117,37230,10:20:30,49.843515,20.1170935,50.077513944,19.833144628,28446351_7953,2024_2025_1285129
118,37260,10:21:00,49.846713,20.116972,50.078177784,19.837941208,28446351_7953,2024_2025_1285129
119,37290,10:21:30,49.84901375,20.11746675,50.078841624,19.842737788,28446351_7953,2024_2025_1285129
120,37320,10:22:00,49.8513145,20.1179615,50.079505464,19.847534368,28446351_7953,2024_2025_1285129
121,37350,10:22:30,49.853615250000004,20.11845625,50.08014793125,19.851153418750002,28446351_7953,2024_2025_1285129
122,37380,10:23:00,49.855916,20.118951,50.080776150000005,19.853987449999998,28446351_7953,2024_2025_1285129
123,37410,10:23:30,49.858641,20.11818525,50.08140436875,19.856821481249998,28446351_7953,2024_2025_1285129
124,37440,10:24:00,49.861366000000004,20.1174195,50.08184788709678,19.860675848387096,28446351_7953,2024_2025_1285129
125,37470,10:24:30,49.864091,20.11665375,50.08201435483871,19.866060719354838,28446351_7953,2024_2025_1285129
126,37500,10:25:00,49.866816,20.115888,50.082180822580646,19.87144559032258,28446351_7953,2024_2025_1285129
127,37530,10:25:30,49.871442,20.113356500000002,50.08234729032258,19.87683046129032,28446351_7953,2024_2025_1285129
128,37560,10:26:00,49.876068,20.110825,50.082513758064515,19.882215332258063,28446351_7953,2024_2025_1285129
129,37590,10:26:30,49.8768385,20.1065315,50.08268022580645,19.887600203225805,28446351_7953,2024_2025_1285129
130,37620,10:27:00,49.877609,20.102238,50.082777112,19.89292174,28446351_7953,2024_2025_1285129
131,37650,10:27:30,49.8784235,20.101621,50.082595672,19.89798994,28446351_7953,2024_2025_1285129
132,37680,10:28:00,49.879238,20.101004,50.082414232,19.90305814,28446351_7953,2024_2025_1285129
133,37710,10:28:30,49.8796515,20.0974185,50.082232792,19.90812634,28446351_7953,2024_2025_1285129
134,37740,10:29:00,49.880065,20.093833,50.082051352,19.91319454,28446351_7953,2024_2025_1285129
135,37770,10:29:30,49.880139,20.092083,50.08161247173913,19.917906804347826,28446351_7953,2024_2025_1285129
136,37800,10:30:00,49.880213,20.090333,50.08014383043478,19.921195326086956,28446351_7953,2024_2025_1285129
137,37830,10:30:30,49.880287,20.088583,50.078675189130436,19.924483847826085,28446351_7953,2024_2025_1285129
138,37860,10:31:00,49.880361,20.086833,50.07720654782609,19.92777236956522,28446351_7953,2024_2025_1285129
139,37890,10:31:30,49.88208775,20.085122499999997,50.07573790652174,19.931060891304348,28446351_7953,2024_2025_1285129
140,37920,10:32:00,49.8838145,20.083412,50.07426926521739,19.934349413043478,28446351_7953,2024_2025_1285129
141,37950,10:32:30,49.88554125,20.0817015,50.07280062391304,19.937637934782607,28446351_7953,2024_2025_1285129
142,37980,10:33:00,49.887268,20.079991,50.0713319826087,19.94092645652174,28446351_7953,2024_2025_1285129
143,38010,10:33:30,49.8887265,20.08329425,50.06986334130435,19.94421497826087,28446351_7953,2024_2025_1285129
144,38040,10:34:00,49.890185,20.0865975,50.0683947,19.9475035,28446351_7953,2024_2025_1285129
145,38070,10:34:30,49.8916435,20.089900749999998,50.06748964881874,19.9475381315224,28446351_7953,2024_2025_1285129
146,38100,10:35:00,49.893102,20.093204,50.06658459763748,19.9475727630448,28446351_7953,2024_2025_1285129
147,38130,10:35:30,49.89493,20.0967095,50.065679546456224,19.9476073945672,28446351_7953,2024_2025_1285129
148,38160,10:36:00,49.896758,20.100215,50.06477449527497,19.9476420260896,28446351_7953,2024_2025_1285129
149,38190,10:36:30,49.900294,20.099153,50.063869444093704,19.947676657612,28446351_7953,2024_2025_1285129
150,38220,10:37:00,49.90383,20.098091,50.06296439291245,19.9477112891344,28446351_7953,2024_2025_1285129
151,38250,10:37:30,49.9070765,20.097830000000002,50.06205934173119,19.9477459206568,28446351_7953,2024_2025_1285129
